Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalYearsInSameJob,IncomePerHour,AgeWhenJoined,YearsUntilPromotion,EmployeeEngagement,YearOfJoining,Rango_Edad,Clasificacion,Semaforo,Overtime_Marital,Overtime_squared,JobRole_BusinessTravel
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,0,17,3,4,80,0,2,2,3,2,1,2,2,1,8.36875,18,2,3.6,2022,18-25,Desempeño Medio,Verde,No_Single,0,Sales Representative_Travel_Rarely
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Y,1,12,3,2,80,2,7,2,3,3,2,1,1,6,14.571875,33,1,2.8,2021,36-45,Desempeño Medio,Verde,Yes_Married,1,Manufacturing Director_Travel_Rarely
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,Y,0,11,3,4,80,0,14,3,4,13,9,3,7,10,36.534375,20,3,3.4,2011,26-35,Desempeño Medio,Verde,No_Married,0,Research Director_Travel_Rarely
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,0,16,3,2,80,1,7,2,3,4,2,0,2,5,11.1875,45,0,2.4,2020,46-55,Desempeño Bajo,Naranja,No_Married,0,Research Scientist_Travel_Rarely
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,1,22,4,4,80,0,7,3,3,3,2,0,2,6,6.478125,34,0,2.8,2021,36-45,Desempeño Bajo,Rojo,Yes_Divorced,1,Human Resources_Travel_Rarely
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,1,14,3,2,80,1,12,3,3,11,10,2,9,11,35.96875,27,2,2.8,2013,36-45,Desempeño Medio,Verde,Yes_Divorced,1,Research Director_Travel_Rarely
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,1,12,3,1,80,1,8,3,2,8,7,1,7,7,11.1375,29,1,2.0,2016,36-45,Desempeño Bajo,Naranja,Yes_Married,1,Research Scientist_Travel_Rarely
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,0,13,3,3,80,1,8,4,3,8,0,0,7,0,7.40625,24,0,2.8,2016,26-35,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,1,17,3,1,80,1,10,3,3,10,9,8,8,9,24.521875,33,8,3.0,2014,36-45,Desempeño Medio,Verde,Yes_Married,1,Sales Executive_Travel_Rarely
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,1,12,3,2,80,1,28,2,2,7,7,7,7,28,52.725,39,7,2.0,2017,46-55,Desempeño Bajo,Naranja,Yes_Married,1,Manager_Travel_Rarely
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,0,13,3,2,80,1,26,4,4,9,3,1,1,20,55.15625,36,1,3.4,2015,46-55,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Y,1,20,4,4,80,3,27,2,2,3,2,0,2,26,40.515625,50,0,2.4,2021,46-55,Desempeño Medio,Verde,Yes_Married,1,Manufacturing Director_Non-Travel
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,Y,0,12,3,4,80,0,8,2,3,7,7,0,7,8,11.18125,19,0,3.0,2017,26-35,Desempeño Bajo,Naranja,No_Single,0,Laboratory Technician_Travel_Rarely
36,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,Y,0,24,4,1,80,1,15,4,2,15,12,11,11,12,16.89375,21,11,2.4,2009,36-45,Unicornios,Verde,No_Divorced,0,Sales Executive_Non-Travel
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,0,11,3,2,80,1,21,2,3,3,2,1,1,20,57.1875,44,1,3.0,2021,46-55,Desempeño Medio,Verde,No_Married,0,Research Director_Travel_Rarely
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,Y,0,18,3,3,80,0,3,2,3,2,2,2,2,3,9.740625,19,2,3.2,2022,18-25,Desempeño Medio,Verde,No_Single,0,Research Scientist_Travel_Rarely
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,0,12,3,4,80,3,5,2,3,0,0,0,0,5,13.521875,40,0,2.8,2024,36-45,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Frequently
33,No,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,5,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Y,1,11,3,3,80,0,8,3,3,8,7,3,0,7,9.090625,25,3,3.2,2016,26-35,Desempeño Medio,Verde,Yes_Married,1,Research Scientist_Travel_Frequently
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,0,12,3,2,80,0,7,2,3,7,7,0,7,7,13.41875,19,0,2.2,2017,26-35,Desempeño Bajo,Naranja,No_Single,0,Sales Executive_Travel_Frequently
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,0,13,3,1,80,0,18,2,3,7,7,1,7,18,12.8375,32,1,2.4,2017,36-45,Desempeño Medio,Verde,No_Single,0,Research Scientist_Travel_Rarely
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,0,12,3,4,80,0,10,2,2,10,7,0,8,7,16.8625,22,0,3.4,2014,26-35,Desempeño Medio,Verde,No_Single,0,Sales Executive_Travel_Rarely
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,0,25,4,4,80,1,13,6,4,13,8,0,8,8,33.275,18,0,3.2,2011,26-35,Desempeño Bajo,Naranja,No_Divorced,0,Manufacturing Director_Travel_Rarely
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,0,14,3,4,80,2,9,3,3,3,2,2,2,8,30.115625,28,2,2.4,2021,26-35,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Frequently
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,1,1494,2,Male,89,3,1,Laboratory Technician,1,Single,3172,16998,2,Y,1,11,3,3,80,0,4,2,2,0,0,0,0,4,9.9125,24,0,2.2,2024,18-25,Desempeño Bajo,Rojo,Yes_Single,1,Laboratory Technician_Travel_Frequently
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,1,15,3,4,80,2,10,3,2,10,2,6,7,2,19.309375,21,6,3.2,2014,26-35,Desempeño Medio,Rojo,Yes_Married,1,Manufacturing Director_Travel_Rarely
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,0,15,3,2,80,1,26,2,2,9,8,7,8,25,53.434375,43,7,3.0,2015,46-55,Desempeño Medio,Verde,No_Married,0,Manager_Travel_Rarely
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,1,22,4,4,80,0,4,5,2,4,3,0,2,3,9.8125,37,0,2.6,2020,36-45,Desempeño Bajo,Rojo,Yes_Single,1,Sales Representative_Travel_Rarely
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,0,19,3,4,80,0,1,2,3,1,0,0,1,0,7.090625,34,0,3.8,2023,36-45,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,0,12,3,3,80,1,12,2,3,10,9,7,4,11,29.434375,20,7,3.0,2014,26-35,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Rarely
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,0,12,3,2,80,1,13,5,1,13,10,3,12,10,13.45625,18,3,1.8,2011,26-35,Desempeño Bajo,Naranja,No_Married,0,Manufacturing Director_Travel_Rarely
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,0,13,3,4,80,0,5,2,3,5,3,0,2,3,13.5,28,0,3.0,2019,26-35,Desempeño Bajo,Naranja,No_Single,0,Manufacturing Director_Travel_Rarely
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,1,19,3,2,80,0,17,2,3,1,0,0,0,16,20.853125,37,0,2.2,2023,36-45,Desempeño Bajo,Rojo,Yes_Married,1,Healthcare Representative_Travel_Rarely
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,0,12,3,1,80,0,6,3,4,4,3,1,2,5,13.7625,30,1,2.8,2020,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,0,14,3,3,80,3,7,1,3,3,2,1,2,6,6.975,36,1,3.0,2021,36-45,Desempeño Medio,Verde,No_Divorced,0,Laboratory Technician_Travel_Rarely
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,0,14,3,4,80,1,8,3,3,3,2,2,2,7,10.0125,27,2,3.0,2021,26-35,Desempeño Bajo,Naranja,No_Divorced,0,Research Scientist_Travel_Rarely
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,0,17,3,2,80,1,10,1,3,10,9,0,9,9,23.46875,33,0,2.4,2014,36-45,Desempeño Medio,Verde,No_Married,0,Healthcare Representative_Travel_Rarely
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,1,14,3,3,80,0,28,4,3,5,4,0,4,27,24.903125,47,0,3.0,2019,46-55,Desempeño Medio,Verde,Yes_Married,1,Manufacturing Director_Travel_Rarely
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,0,19,3,4,80,0,3,2,2,2,2,2,2,3,7.31875,31,2,2.8,2022,26-35,Desempeño Medio,Verde,No_Single,0,Sales Representative_Non-Travel
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,0,14,3,1,80,0,7,2,1,6,5,1,3,6,10.9375,31,1,2.4,2018,36-45,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Non-Travel
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,1,15,3,4,80,1,1,2,2,1,1,0,1,1,8.01875,26,0,2.8,2023,26-35,Desempeño Medio,Verde,Yes_Divorced,1,Research Scientist_Non-Travel
28,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,0,18,3,4,80,0,6,4,3,5,4,1,3,5,26.446875,23,1,3.0,2019,26-35,Desempeño Bajo,Naranja,No_Single,0,Sales Executive_Travel_Rarely
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,1,14,3,4,80,1,3,2,3,3,1,0,2,1,8.446875,25,0,3.0,2021,26-35,Desempeño Medio,Verde,Yes_Divorced,1,Research Scientist_Travel_Frequently
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,1,19,3,2,80,1,9,2,3,8,7,6,7,8,24.621875,36,6,3.2,2016,36-45,Desempeño Medio,Verde,Yes_Married,1,Healthcare Representative_Travel_Rarely
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Y,1,22,4,4,80,1,15,2,3,1,0,0,0,14,21.75625,35,0,3.2,2023,36-45,Desempeño Bajo,Naranja,Yes_Married,1,Research Scientist_Travel_Rarely
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,0,12,3,3,80,2,6,5,2,5,3,0,3,4,6.834375,22,0,2.2,2019,26-35,Desempeño Medio,Verde,No_Divorced,0,Research Scientist_Travel_Rarely
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,Y,0,12,3,4,80,2,12,3,3,6,3,0,1,9,21.025,44,0,3.0,2018,46-55,Desempeño Medio,Rojo,No_Divorced,0,Sales Executive_Travel_Frequently
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,0,22,4,2,80,3,7,6,2,5,3,0,4,5,8.64375,37,0,2.2,2019,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Laboratory Technician_Travel_Rarely
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,0,16,3,3,80,1,21,3,3,21,6,11,8,6,39.81875,18,11,3.2,2003,36-45,Desempeño Medio,Verde,No_Married,0,Manufacturing Director_Travel_Rarely
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,0,13,3,4,80,0,1,0,4,1,0,0,0,0,8.8625,19,0,3.2,2023,18-25,Desempeño Bajo,Naranja,No_Single,0,Research Scientist_Travel_Rarely
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,0,12,3,4,80,0,25,6,2,9,7,5,4,23,32.85,50,5,3.4,2015,56-65,Desempeño Medio,Verde,No_Single,0,Manufacturing Director_Travel_Rarely
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,Y,0,14,3,2,80,0,5,3,1,5,4,0,4,4,11.828125,24,0,2.0,2019,26-35,Desempeño Bajo,Naranja,No_Single,0,Research Scientist_Travel_Rarely
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,0,16,3,1,80,1,5,3,4,3,2,0,2,4,8.809375,20,0,2.2,2021,18-25,Desempeño Bajo,Naranja,No_Married,0,Research Scientist_Travel_Rarely
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,0,15,3,2,80,1,3,5,3,3,1,0,2,1,6.740625,26,0,3.0,2021,26-35,Desempeño Medio,Verde,No_Married,0,Sales Representative_Travel_Frequently
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,0,12,3,3,80,3,1,2,2,1,1,0,0,1,6.275,32,0,2.4,2023,26-35,Desempeño Medio,Verde,No_Divorced,0,Laboratory Technician_Non-Travel
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,Y,0,14,3,4,80,0,8,2,3,2,2,2,2,8,8.778125,38,2,3.0,2022,36-45,Desempeño Medio,Verde,No_Single,0,Research Scientist_Travel_Rarely
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,0,16,3,2,80,1,22,2,3,18,16,11,8,20,51.859375,23,11,2.2,2006,36-45,Desempeño Bajo,Naranja,No_Married,0,Manager_Travel_Rarely
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,0,18,3,1,80,1,8,3,3,7,7,7,7,8,7.95,19,7,3.0,2017,26-35,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Frequently
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,1,11,3,4,80,1,1,1,3,1,0,0,0,0,7.246875,28,0,2.4,2023,26-35,Desempeño Bajo,Rojo,Yes_Married,1,Laboratory Technician_Travel_Rarely
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,0,13,3,4,80,1,9,6,3,9,5,7,7,5,27.60625,28,7,2.6,2015,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Sales Executive_Non-Travel
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,Y,0,11,3,3,80,1,10,1,3,10,7,1,9,7,16.696875,28,1,2.8,2014,36-45,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Rarely
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,0,23,4,3,80,1,15,2,1,13,11,4,7,13,24.140625,20,4,2.8,2011,26-35,Unicornios,Verde,No_Divorced,0,Healthcare Representative_Travel_Frequently
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,0,13,3,4,80,0,5,0,3,4,2,1,1,3,6.390625,23,1,2.8,2020,26-35,Desempeño Medio,Verde,No_Single,0,Research Scientist_Travel_Rarely
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,0,12,3,3,80,0,7,2,3,2,2,2,0,7,6.578125,45,2,2.8,2022,46-55,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Rarely
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,0,20,4,4,80,2,7,0,3,3,2,0,1,6,15.440625,33,0,2.8,2021,36-45,Desempeño Bajo,Naranja,No_Divorced,0,Manufacturing Director_Travel_Rarely
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Y,1,14,3,1,80,2,12,4,2,6,2,3,3,8,17.084375,35,3,2.8,2018,36-45,Desempeño Medio,Verde,Yes_Divorced,1,Research Scientist_Travel_Frequently
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,Y,0,17,3,4,80,0,1,3,3,1,0,0,0,0,3.409375,28,0,3.0,2023,26-35,Desempeño Bajo,Rojo,No_Single,0,Sales Representative_Travel_Frequently
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,0,17,3,1,80,3,9,2,2,4,3,0,2,8,18.025,33,0,2.4,2020,36-45,Desempeño Medio,Verde,No_Married,0,Manufacturing Director_Travel_Rarely
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,0,20,4,4,80,1,8,3,3,5,4,0,3,7,6.6625,40,0,3.6,2019,46-55,Unicornios,Verde,No_Married,0,Research Scientist_Travel_Rarely
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,Y,0,14,3,3,80,1,28,3,3,2,0,2,2,26,36.9875,51,2,2.8,2022,46-55,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Rarely
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,1,13,3,3,80,1,5,3,3,5,3,3,3,3,14.815625,21,3,2.2,2019,26-35,Desempeño Bajo,Naranja,Yes_Married,1,Healthcare Representative_Travel_Frequently
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,0,11,3,1,80,1,15,2,2,12,11,2,11,14,33.921875,28,2,2.4,2012,36-45,Desempeño Medio,Verde,No_Married,0,Sales Executive_Travel_Rarely
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,1,16,3,3,80,1,15,2,3,1,0,1,0,14,18.159375,37,1,2.6,2023,36-45,Desempeño Medio,Verde,Yes_Married,1,Healthcare Representative_Travel_Rarely
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,0,16,3,4,80,1,6,2,1,5,3,0,4,4,17.378125,30,0,2.2,2019,36-45,Desempeño Bajo,Naranja,No_Married,0,Sales Executive_Travel_Rarely
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,0,13,3,4,80,1,5,2,3,5,4,1,4,4,11.25,28,1,3.0,2019,26-35,Desempeño Medio,Verde,No_Married,0,Human Resources_Travel_Rarely
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,0,13,3,3,80,1,4,0,3,4,2,2,2,2,7.934375,23,2,3.0,2020,26-35,Desempeño Medio,Verde,No_Married,0,Research Scientist_Travel_Rarely
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,0,13,3,2,80,1,15,5,3,14,10,4,10,11,8.690625,19,4,2.6,2010,26-35,Desempeño Medio,Verde,No_Married,0,Research Scientist_Travel_Rarely
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,1,12,3,4,80,0,17,2,3,15,7,4,12,9,18.6875,23,4,2.6,2009,36-45,Desempeño Bajo,Naranja,Yes_Single,1,Manufacturing Director_Travel_Frequently
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,0,14,3,4,80,0,9,3,3,3,2,0,2,8,11.503125,32,0,2.8,2021,36-45,Desempeño Medio,Verde,No_Single,0,Laboratory Technician_Travel_Rarely
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,0,14,3,2,80,1,4,2,3,2,2,2,2,4,8.784375,25,2,2.6,2022,26-35,Desempeño Bajo,Naranja,No_Married,0,Laboratory Technician_Travel_Rarely
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,0,14,3,4,80,1,5,5,1,3,2,0,2,4,15.2375,37,0,3.0,2021,36-45,Desempeño Medio,Verde,No_Married,0,Healthcare Representative_Non-Travel
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,1,12,3,4,80,0,15,2,4,7,6,7,7,14,42.53125,26,7,3.2,2017,26-35,Desempeño Medio,Rojo,Yes_Married,1,Manager_Travel_Rarely
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,1,20,4,2,80,0,8,2,2,8,5,2,2,5,8.984375,18,2,2.8,2016,26-35,Unicornios,Verde,Yes_Single,1,Research Scientist_Travel_Rarely
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,0,12,3,2,80,0,4,2,2,4,3,1,2,3,14.428125,20,1,2.2,2020,18-25,Desempeño Medio,Verde,No_Single,0,Healthcare Representative_Travel_Rarely
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Y,1,13,3,4,80,1,24,2,3,5,2,1,4,21,62.059375,50,1,3.0,2019,56-65,Desempeño Bajo,Rojo,Yes_Married,1,Manager_Travel_Rarely
50,Yes,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Y,1,14,3,3,80,0,3,2,3,3,2,0,2,2,8.384375,47,0,2.4,2021,46-55,Desempeño Medio,Rojo,Yes_Married,1,Sales Representative_Travel_Rarely
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,1,13,3,3,80,0,10,2,4,6,5,0,5,9,20.56875,25,0,3.2,2018,26-35,Desempeño Medio,Verde,Yes_Single,1,Sales Executive_Travel_Rarely
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,Y,0,12,3,2,80,1,10,0,3,9,7,0,0,8,16.759375,26,0,3.0,2015,36-45,Desempeño Medio,Verde,No_Married,0,Laboratory Technician_Travel_Rarely
